CD_CLI;NR_CTR;VR_CTR;DT_CTR;N_PARCELA;VR_PARCELA;CODIGO
4965;5065;8375;06-jan.-16;60;139,58;4965
4966;5066;6741;06-jan.-16;24;280,88;4966
4967;5067;3486;06-jan.-16;36;96,83;4967
4968;5068;2959;06-jan.-16;18;164,39;4968
4969;5069;3045;06-jan.-16;18;169,17;4969
4970;5070;4762;06-jan.-16;24;198,42;4970
4971;5071;3913;06-jan.-16;36;108,69;4971
4972;5072;5840;06-jan.-16;;#DIV/0!;4972
4973;5073;8885;06-jan.-16;96;92,55;4973
4974;5074;4355;06-jan.-16;36;120,97;4974
4975;5075;1309;06-jan.-16;12;109,08;4975
4976;5076;5522;06-jan.-16;42;131,48;4976
4977;5077;8058;06-jan.-16;36;223,83;4977
4978;5078;7918;06-jan.-16;60;131,97;4978
4979;5079;8627;06-jan.-16;80;107,84;4979
4980;5080;2013;06-jan.-16;24;83,88;4980
4981;5081;6530;06-jan.-16;24;272,08;4981
4982;5082;9562;06-jan.-16;48;199,21;4982
4983;5083;8643;06-jan.-16;80;108,04;4983
4984;5084;6823;06-jan.-16;36;189,53;4984
4985;5085;5554;06-jan.-16;42;132,24;4985
4986;5086;2452;06-jan.-16;12;204,33;4986
4987;5087;3090;06-jan.-16;18;171,67;4987
4988;5088;8580;06-jan.-16;80;107,25;4988
4989;5089;7466;21-jan.-16;72;103,69;4989
4990;5090;6154;21-jan.-16;36;170,94;4990
4991;5091;2894;21-jan.-16;18;160,78;4991
4992;5092;3853;21-jan.-16;36;107,03;4992
4993;5093;5833;21-jan.-16;;#DIV/0!;4993
4994;5094;9995;21-jan.-16;72;138,82;4994
4995;5095;9712;21-jan.-16;36;269,78;4995
4996;5096;7566;21-jan.-16;72;105,08;4996
4997;5097;4613;21-jan.-16;24;192,21;4997
4998;5098;1612;21-jan.-16;15;107,47;4998
4999;5099;7359;21-jan.-16;72;102,21;4999
5000;5100;6854;21-jan.-16;36;190,39;5000
5001;5101;5503;21-jan.-16;42;131,02;5001
5002;5102;1363;21-jan.-16;12;113,58;5002
5003;5103;6308;21-jan.-16;48;131,42;5003
5004;5104;4837;21-jan.-16;24;201,54;5004
5005;5105;6998;21-jan.-16;36;194,39;5005
5006;5106;8996;21-jan.-16;60;149,93;5006
5007;5107;9218;21-jan.-16;60;153,63;5007
5008;5108;4016;21-jan.-16;36;111,56;5008
5009;5109;2341;21-jan.-16;12;195,08;5009
5010;5110;8913;21-jan.-16;96;92,84;5010
5011;5111;6964;21-jan.-16;36;193,44;5011
5012;5112;9221;21-jan.-16;60;153,68;5012
5013;5113;9426;21-jan.-16;48;196,38;5013
5014;5114;8337;21-jan.-16;60;138,95;5014
5015;5115;6750;21-jan.-16;24;281,25;5015
5016;5116;4250;21-jan.-16;36;118,06;5016
5017;5117;2449;21-jan.-16;12;204,08;5017
5018;5118;605;21-jan.-16;12;50,42;5018
5019;5119;8192;21-jan.-16;48;170,67;5019
5020;5120;5533;21-jan.-16;42;131,74;5020
5021;5121;1413;21-jan.-16;12;117,75;5021
5022;5122;751;21-jan.-16;15;50,07;5022
5023;5123;5424;21-jan.-16;36;150,67;5023
5024;5124;5383;21-jan.-16;36;149,53;5024
5025;5125;8179;21-jan.-16;48;170,40;5025
5026;5126;9220;21-jan.-16;60;153,67;5026
5027;5127;776;21-jan.-16;15;51,73;5027
5028;5128;6422;21-jan.-16;24;267,58;5028
5029;5129;8976;21-jan.-16;60;149,60;5029
5030;5130;6688;21-jan.-16;24;278,67;5030
5031;5131;9652;21-jan.-16;48;201,08;5031
5032;5132;7680;21-jan.-16;72;106,67;5032
5033;5133;5954;21-jan.-16;42;141,76;5033
5034;5134;559;21-jan.-16;24;23,29;5034
5035;5135;3129;21-jan.-16;24;130,38;5035
5036;5136;9037;21-jan.-16;60;150,62;5036
5037;5137;322;21-jan.-16;15;118,60;5037
5038;5138;4574;21-jan.-16;24;190,58;5038
5039;5139;3956;21-jan.-16;36;109,89;5039
5040;5140;2913;21-jan.-16;18;161,83;5040
5041;5141;3953;21-jan.-16;36;109,81;5041
5042;5142;6980;21-jan.-16;36;193,89;5042
5043;5143;576;21-jan.-16;24;24,00;5043
5044;5144;4332;21-jan.-16;36;120,33;5044
5045;5145;7863;21-jan.-16;60;131,05;5045
5046;5146;4980;21-jan.-16;48;103,75;5046
5047;5147;1660;21-jan.-16;15;110,67;5047
5048;5148;9318;21-jan.-16;60;155,30;5048
5049;5149;646;21-jan.-16;12;53,83;5049
5050;5150;1461;21-jan.-16;12;121,75;5050
5051;5151;5371;21-jan.-16;36;149,19;5051
5052;5152;7418;21-jan.-16;72;103,03;5052
5053;5153;9687;21-jan.-16;48;201,81;5053
5054;5154;842;21-jan.-16;15;56,13;5054
5055;5155;1650;21-jan.-16;15;110,00;5055
5056;5156;5479;21-jan.-16;42;130,45;5056
5057;5157;5290;21-jan.-16;72;73,47;5057
5058;5158;9434;21-jan.-16;48;196,54;5058
5059;5159;5563;21-jan.-16;42;132,45;5059
5060;5160;4820;21-jan.-16;24;200,83;5060
5061;5161;4488;21-jan.-16;24;187,00;5061
5062;5162;943;21-jan.-16;15;62,87;5062
5063;5163;2161;21-jan.-16;18;120,06;5063
5064;5164;3164;21-jan.-16;24;131,83;5064
5065;5165;9539;21-jan.-16;48;198,73;5065
5066;5166;5684;21-jan.-16;42;135,33;5066
5067;5167;4524;21-jan.-16;24;188,50;5067
5068;5168;305;21-jan.-16;12;53,67;5068
5069;5169;4796;21-jan.-16;24;199,83;5069
5070;5170;7555;21-jan.-16;72;104,93;5070
5071;5171;4003;21-jan.-16;36;111,19;5071
5072;5172;1450;21-jan.-16;12;120,83;5072
5073;5173;5195;21-jan.-16;72;72,15;5073
5074;5174;4561;21-jan.-16;24;190,04;5074
5075;5175;4352;21-jan.-16;36;120,89;5075
5076;5176;3885;21-jan.-16;36;107,92;5076
5077;5177;8583;21-jan.-16;80;107,29;5077
5078;5178;4389;21-jan.-16;36;121,92;5078
5079;5179;4489;21-jan.-16;24;187,04;5079
5080;5180;2953;21-jan.-16;18;164,06;5080
5081;5181;1579;21-jan.-16;15;105,27;5081
5082;5182;8640;21-jan.-16;80;108,00;5082
5083;5183;1440;21-jan.-16;12;120,00;5083
5084;5184;9716;21-jan.-16;36;269,89;5084
5085;5185;9194;21-jan.-16;60;153,23;5085
5086;5186;2083;21-jan.-16;24;86,79;5086
5087;5187;307;21-jan.-16;48;200,98;5087
5088;5188;2191;21-jan.-16;18;121,72;5088
5089;5189;3819;21-jan.-16;36;106,08;5089
5090;5190;5661;21-jan.-16;42;134,79;5090
5091;5191;5535;21-jan.-16;42;131,79;5091
5092;5192;6411;21-jan.-16;24;267,13;5092
5093;5193;3775;21-jan.-16;36;104,86;5093
5094;5194;4563;21-jan.-16;24;190,13;5094
5095;5195;7755;21-jan.-16;72;107,71;5095
5096;5196;1995;21-jan.-16;24;83,13;5096
5097;5197;5553;21-jan.-16;42;132,21;5097
5098;5198;4838;21-jan.-16;24;201,58;5098
5099;5199;8982;21-jan.-16;60;149,70;5099
5100;5200;2631;21-jan.-16;18;146,17;5100
5101;5201;1826;21-jan.-16;15;121,73;5101
5102;5202;1374;21-jan.-16;12;114,50;5102
5103;5203;7349;21-jan.-16;72;102,07;5103
5104;5204;6737;21-jan.-16;24;280,71;5104
5105;5205;9420;21-jan.-16;48;196,25;5105
5106;5206;8739;21-jan.-16;80;109,24;5106
5107;5207;1646;21-jan.-16;15;109,73;5107
5108;5208;8774;21-jan.-16;80;109,68;5108
5109;5209;5652;21-jan.-16;42;134,57;5109
5110;5210;3088;21-jan.-16;18;171,56;5110
5111;5211;554;21-jan.-16;24;23,08;5111
5112;5212;2442;21-jan.-16;12;203,50;5112
5113;5213;5120;21-jan.-16;36;142,22;5113
5114;5214;2502;21-jan.-16;12;208,50;5114
5115;5215;1536;21-jan.-16;15;102,40;5115
5116;5216;2280;21-jan.-16;18;126,67;5116
5117;5217;8949;21-jan.-16;60;149,15;5117
5118;5218;4596;21-jan.-16;24;191,50;5118
5119;5219;6322;21-jan.-16;48;131,71;5119
5120;5220;7167;21-jan.-16;36;199,08;5120
5121;5221;3433;21-jan.-16;24;143,04;5121
5122;5222;698;21-jan.-16;15;46,53;5122
5123;5223;1057;21-jan.-16;24;44,04;5123
5124;5224;9603;21-jan.-16;48;200,06;5124
5125;5225;2510;21-jan.-16;12;209,17;5125
5126;5226;9517;21-jan.-16;48;198,27;5126
5127;5227;7175;21-jan.-16;36;199,31;5127
5128;5228;8273;21-jan.-16;24;344,71;5128
5129;5229;8640;21-jan.-16;80;108,00;5129
5130;5230;6099;21-jan.-16;60;101,65;5130
5131;5231;5310;21-jan.-16;48;110,63;5131
5132;5232;2939;21-jan.-16;18;163,28;5132
5133;5233;1435;21-jan.-16;12;119,58;5133
5134;5234;558;21-jan.-16;24;23,25;5134
5135;5235;8270;21-jan.-16;12;689,17;5135
5136;5236;3200;21-jan.-16;24;133,33;5136
5137;5237;3331;21-jan.-16;24;138,79;5137
5138;5238;6184;21-jan.-16;48;128,83;5138
5139;5239;2772;21-jan.-16;18;154,00;5139
5140;5240;498;21-jan.-16;24;20,75;5140
5141;5241;8179;21-jan.-16;48;170,40;5141
5142;5242;7448;21-jan.-16;72;103,44;5142
5143;5243;1675;21-jan.-16;15;111,67;5143
5144;5244;7352;21-jan.-16;72;102,11;5144
5145;5245;6196;21-jan.-16;48;129,08;5145
5146;5246;9891;21-jan.-16;36;274,75;5146
5147;5247;1532;21-jan.-16;15;102,13;5147
5148;5248;5466;21-jan.-16;42;130,14;5148
5149;5249;9767;21-jan.-16;36;271,31;5149
5150;5250;9826;21-jan.-16;36;272,94;5150
5151;5251;3150;21-jan.-16;24;131,25;5151
5152;5252;9441;21-jan.-16;48;196,69;5152
5153;5253;6326;21-jan.-16;48;131,79;5153
5154;5254;9971;21-jan.-16;48;207,73;5154
5155;5255;1414;21-jan.-16;12;117,83;5155
5156;5256;3782;21-jan.-16;36;105,06;5156
5157;5257;9886;21-jan.-16;72;137,31;5157
5158;5258;4649;21-jan.-16;24;193,71;5158
5159;5259;6651;21-jan.-16;24;277,13;5159
5160;5260;1576;21-jan.-16;15;105,07;5160
5161;5261;5154;21-jan.-16;48;107,38;5161
5162;5262;4055;21-jan.-16;36;112,64;5162
5163;5263;3999;21-jan.-16;36;111,08;5163
5164;5264;8755;21-jan.-16;80;109,44;5164
5165;5265;4947;21-jan.-16;48;103,06;5165
5166;5266;1805;21-jan.-16;15;120,33;5166
5167;5267;1609;21-jan.-16;15;107,27;5167
5168;5268;3980;21-jan.-16;36;110,56;5168
5169;5269;6573;21-jan.-16;24;273,88;5169
5170;5270;6435;21-jan.-16;24;268,13;5170
5171;5271;4122;21-jan.-16;36;114,50;5171
5172;5272;6982;21-jan.-16;36;193,94;5172
5173;5273;1148;21-jan.-16;24;47,83;5173
5174;5274;5269;21-jan.-16;72;73,18;5174
5175;5275;3333;21-jan.-16;24;138,88;5175
5176;5276;348;21-jan.-16;48;171,54;5176
5177;5277;7715;21-jan.-16;72;107,15;5177
5178;5278;4574;21-jan.-16;24;190,58;5178
5179;5279;3325;21-jan.-16;24;138,54;5179
5180;5280;5182;21-jan.-16;72;71,97;5180
5181;5281;1912;21-jan.-16;24;79,67;5181
5182;5282;5771;21-jan.-16;60;96,18;5182
5183;5283;7634;21-jan.-16;72;106,03;5183
5184;5284;858;21-jan.-16;15;57,20;5184
5185;5285;3403;21-jan.-16;24;141,79;5185
5186;5286;1896;21-jan.-16;24;79,00;5186
5187;5287;6912;21-jan.-16;36;192,00;5187
5188;5288;1234;21-jan.-16;24;51,42;5188
5189;5289;9910;21-jan.-16;36;275,28;5189
5190;5290;5260;21-jan.-16;72;73,06;5190
5191;5291;2751;21-jan.-16;18;152,83;5191
5192;5292;1432;21-jan.-16;12;119,33;5192
5193;5293;9111;21-jan.-16;60;151,85;5193
5194;5294;1882;21-jan.-16;24;78,42;5194
5195;5295;8737;21-jan.-16;80;109,21;5195
5196;5296;410;21-jan.-16;12;34,17;5196
5197;5297;3452;21-jan.-16;36;95,89;5197
5198;5298;3571;21-jan.-16;36;99,19;5198
5199;5299;5334;21-jan.-16;24;222,25;5199
5200;5300;4995;21-jan.-16;48;104,06;5200
5201;5301;1123;21-jan.-16;24;46,79;5201
5202;5302;5664;21-jan.-16;42;134,86;5202
5203;5303;5171;21-jan.-16;72;71,82;5203
5204;5304;5496;21-jan.-16;42;130,86;5204
5205;5305;2804;21-jan.-16;18;155,78;5205
5206;5306;8026;21-jan.-16;36;222,94;5206
5207;5307;5765;21-jan.-16;60;96,08;5207
5208;5308;5422;21-jan.-16;36;150,61;5208
5209;5309;4866;21-jan.-16;24;202,75;5209
5210;5310;7014;21-jan.-16;36;194,83;5210
5211;5311;3769;21-jan.-16;36;104,69;5211
5212;5312;3952;21-jan.-16;36;109,78;5212
5213;5313;3007;21-jan.-16;18;167,06;5213
5214;5314;7709;21-jan.-16;72;107,07;5214
5215;5315;1353;21-jan.-16;12;112,75;5215
5216;5316;6479;21-jan.-16;24;269,96;5216
5217;5317;8997;21-jan.-16;60;149,95;5217
5218;5318;9613;21-jan.-16;48;200,27;5218
5219;5319;8443;21-jan.-16;60;140,72;5219
5220;5320;8950;21-jan.-16;60;149,17;5220
5221;5321;5567;21-jan.-16;42;132,55;5221
5222;5322;6202;21-jan.-16;48;129,21;5222
5223;5323;6135;21-jan.-16;60;102,25;5223
5224;5324;5909;21-jan.-16;42;140,69;5224
5225;5325;8330;21-jan.-16;60;138,83;5225
5226;5326;4305;21-jan.-16;36;119,58;5226
5227;5327;9749;21-jan.-16;36;270,81;5227
5228;5328;8722;21-jan.-16;80;109,03;5228
5229;5329;5182;21-jan.-16;72;71,97;5229
5230;5330;798;21-jan.-16;15;53,20;5230
5231;5331;8838;21-jan.-16;96;92,06;5231
5232;5332;8113;21-jan.-16;36;225,36;5232
5233;5333;8821;21-jan.-16;96;91,89;5233
5234;5334;2005;21-jan.-16;24;83,54;5234
5235;5335;2837;21-jan.-16;18;157,61;5235
5236;5336;8212;21-jan.-16;48;171,08;5236
5237;5337;7632;21-jan.-16;72;106,00;5237
5238;5338;9137;21-jan.-16;60;152,28;5238
5239;5339;5740;21-jan.-16;60;95,67;5239
5240;5340;4470;21-jan.-16;36;124,17;5240
5241;5341;7671;21-jan.-16;72;106,54;5241
5242;5342;5871;21-jan.-16;;#DIV/0!;5242
5243;5343;6433;21-jan.-16;24;268,04;5243
5244;5344;9878;21-jan.-16;36;274,39;5244
5245;5345;1026;21-jan.-16;15;68,40;5245
5246;5346;7551;21-jan.-16;72;104,88;5246
5247;5347;7354;21-jan.-16;72;102,14;5247
5248;5348;7401;21-jan.-16;72;102,79;5248
5249;5349;3391;21-jan.-16;24;141,29;5249
5250;5350;3441;21-jan.-16;36;95,58;5250
5251;5351;9762;21-jan.-16;36;271,17;5251
5252;5352;4034;21-jan.-16;36;112,06;5252
5253;5353;5768;21-jan.-16;60;96,13;5253
5254;5354;1163;21-jan.-16;24;48,46;5254
5255;5355;7920;21-jan.-16;60;132,00;5255
5256;5356;5280;21-jan.-16;72;73,33;5256
5257;5357;3809;21-jan.-16;36;105,81;5257
5258;5358;3013;21-jan.-16;18;167,39;5258
5259;5359;5446;21-jan.-16;42;129,67;5259
5260;5360;1559;21-jan.-16;15;103,93;5260
5261;5361;3268;21-jan.-16;24;136,17;5261
5262;5362;5738;21-jan.-16;60;95,63;5262
5263;5363;4476;21-jan.-16;36;124,33;5263
5264;5364;6499;21-jan.-16;24;270,79;5264
5265;5365;2245;21-jan.-16;18;124,72;5265
5266;5366;3497;21-jan.-16;36;97,14;5266
5267;5367;1294;21-jan.-16;24;53,92;5267
5268;5368;9102;21-jan.-16;60;151,70;5268
5269;5369;404;21-jan.-16;12;33,67;5269
5270;5370;7972;21-jan.-16;36;221,44;5270
5271;5371;5300;21-jan.-16;72;73,61;5271
5272;5372;3616;21-jan.-16;36;100,44;5272
5273;5373;4104;21-jan.-16;36;114,00;5273
5274;5374;8754;21-jan.-16;80;109,43;5274
5275;5375;8921;21-jan.-16;96;92,93;5275
5276;5376;5424;21-jan.-16;36;150,67;5276
5277;5377;8825;21-jan.-16;96;91,93;5277
5278;5378;2511;21-jan.-16;12;209,25;5278
5279;5379;4001;04-fev.-16;36;111,14;5279
5280;5380;869;04-fev.-16;15;57,93;5280
5281;5381;8351;04-fev.-16;60;139,18;5281
5282;5382;7654;04-fev.-16;72;106,31;5282
5283;5383;1299;04-fev.-16;12;108,25;5283
5284;5384;6108;04-fev.-16;60;101,80;5284
5285;5385;6723;04-fev.-16;24;280,13;5285
5286;5386;9129;04-fev.-16;60;152,15;5286
5287;5387;7033;04-fev.-16;36;195,36;5287
5288;5388;834;04-fev.-16;15;55,60;5288
5289;5389;8775;04-fev.-16;80;109,69;5289
5290;5390;389;04-fev.-16;12;32,42;5290
5291;5391;9302;04-fev.-16;60;155,03;5291
5292;5392;9585;04-fev.-16;48;199,69;5292
5293;5393;6375;04-fev.-16;48;132,81;5293
5294;5394;1429;04-fev.-16;12;119,08;5294
5295;5395;808;04-fev.-16;15;53,87;5295
5296;5396;6024;04-fev.-16;60;100,40;5296
5297;5397;5766;04-fev.-16;60;96,10;5297
5298;5398;8205;04-fev.-16;48;170,94;5298
5299;5399;435;04-fev.-16;18;24,17;5299
5300;5400;7870;04-fev.-16;60;131,17;5300
5301;5401;8094;04-fev.-16;36;224,83;5301
5302;5402;8583;04-fev.-16;80;107,29;5302
5303;5403;9445;04-fev.-16;48;196,77;5303
5304;5404;5966;04-fev.-16;42;142,05;5304
5305;5405;8406;04-fev.-16;60;140,10;5305
5306;5406;5917;04-fev.-16;42;140,88;5306
5307;5407;1570;04-fev.-16;15;104,67;5307
5308;5408;5837;04-fev.-16;;#DIV/0!;5308
5309;5409;7300;04-fev.-16;72;101,39;5309
5310;5410;7723;04-fev.-16;72;107,26;5310
5311;5411;8667;04-fev.-16;80;108,34;5311
5312;5412;6668;04-fev.-16;24;277,83;5312
5313;5413;7125;04-fev.-16;36;197,92;5313
5314;5414;1200;04-fev.-16;24;50,00;5314
5315;5415;8887;04-fev.-16;96;92,57;5315
5316;5416;4120;04-fev.-16;36;114,44;5316
5317;5417;5771;04-fev.-16;60;96,18;5317
5318;5418;2109;04-fev.-16;24;87,88;5318
5319;5419;1822;04-fev.-16;15;121,47;5319
5320;5420;3438;04-fev.-16;36;95,50;5320
5321;5421;3832;04-fev.-16;36;106,44;5321
5322;5422;7638;04-fev.-16;72;106,08;5322
5323;5423;4558;04-fev.-16;24;189,92;5323
5324;5424;2748;04-fev.-16;18;152,67;5324
5325;5425;444;04-fev.-16;18;24,67;5325
5326;5426;9368;04-fev.-16;60;156,13;5326
5327;5427;3918;04-fev.-16;36;108,83;5327
5328;5428;3246;04-fev.-16;24;135,25;5328
5329;5429;911;04-fev.-16;15;60,73;5329
5330;5430;8005;04-fev.-16;36;222,36;5330
5331;5431;2918;04-fev.-16;18;162,11;5331
5332;5432;6480;04-fev.-16;24;270,00;5332
5333;5433;4531;04-fev.-16;24;188,79;5333
5334;5434;3607;04-fev.-16;36;100,19;5334
5335;5435;6066;04-fev.-16;60;101,10;5335
5336;5436;5982;04-fev.-16;42;142,43;5336
5337;5437;5801;04-fev.-16;;#DIV/0!;5337
5338;5438;4701;04-fev.-16;24;195,88;5338
5339;5439;6797;04-fev.-16;36;188,81;5339
5340;5440;1919;04-fev.-16;24;79,96;5340
5341;5441;7321;04-fev.-16;72;101,68;5341
5342;5442;5753;04-fev.-16;60;95,88;5342
5343;5443;7025;04-fev.-16;36;195,14;5343
5344;5444;1985;04-fev.-16;24;82,71;5344
5345;5445;2846;04-fev.-16;18;158,11;5345
5346;5446;7135;04-fev.-16;36;198,19;5346
5347;5447;1817;04-fev.-16;15;121,13;5347
5348;5448;3855;04-fev.-16;36;107,08;5348
5349;5449;1905;04-fev.-16;24;79,38;5349
5350;5450;2102;04-fev.-16;24;87,58;5350
5351;5451;3908;04-fev.-16;36;108,56;5351
5352;5452;7271;04-fev.-16;72;100,99;5352
5353;5453;1405;04-fev.-16;12;117,08;5353
5354;5454;9469;04-fev.-16;48;197,27;5354
5355;5455;8823;04-fev.-16;96;91,91;5355
5356;5456;4844;04-fev.-16;24;201,83;5356
5357;5457;2377;04-fev.-16;12;198,08;5357
5358;5458;7085;04-fev.-16;36;196,81;5358
5359;5459;8997;04-fev.-16;60;149,95;5359
5360;5460;6739;04-fev.-16;24;280,79;5360
5361;5461;8461;04-fev.-16;80;105,76;5361
5362;5462;7009;04-fev.-16;36;194,69;5362
5363;5463;7189;04-fev.-16;36;199,69;5363
5364;5464;6028;04-fev.-16;60;100,47;5364
5365;5465;7727;04-fev.-16;72;107,32;5365
5366;5466;6467;04-fev.-16;24;269,46;5366
5367;5467;5615;04-fev.-16;42;133,69;5367
5368;5468;1045;04-fev.-16;24;43,54;5368
5369;5469;5411;04-fev.-16;36;150,31;5369
5370;5470;4623;04-fev.-16;24;192,63;5370
5371;5471;1603;04-fev.-16;15;106,87;5371
5372;5472;379;04-fev.-16;18;21,06;5372
5373;5473;9466;04-fev.-16;48;197,21;5373
5374;5474;2783;04-fev.-16;18;154,61;5374
5375;5475;5936;04-fev.-16;42;141,33;5375
5376;5476;307;04-fev.-16;72;72,10;5376
5377;5477;3096;04-fev.-16;18;172,00;5377
5378;5478;4377;04-fev.-16;36;121,58;5378
5379;5479;7580;04-fev.-16;72;105,28;5379
5380;5480;8781;04-fev.-16;80;109,76;5380
5381;5481;7937;04-fev.-16;60;132,28;5381
5382;5482;6643;04-fev.-16;24;276,79;5382
5383;5483;8687;04-fev.-16;80;108,59;5383
5384;5484;9974;04-fev.-16;72;138,53;5384
5385;5485;7603;04-fev.-16;72;105,60;5385
5386;5486;8033;04-fev.-16;36;223,14;5386
5387;5487;3766;04-fev.-16;36;104,61;5387
5388;5488;2587;04-fev.-16;12;215,58;5388
5389;5489;5278;04-fev.-16;72;73,31;5389
5390;5490;1696;04-fev.-16;15;113,07;5390
5391;5491;4293;04-fev.-16;36;119,25;5391
5392;5492;5313;04-fev.-16;24;221,38;5392
5393;5493;8420;04-fev.-16;60;140,33;5393
5394;5494;7076;04-fev.-16;36;196,56;5394
5395;5495;9497;04-fev.-16;48;197,85;5395
5396;5496;1309;04-fev.-16;12;109,08;5396
5397;5497;1106;04-fev.-16;24;46,08;5397
5398;5498;988;17-fev.-16;15;65,87;5398
5399;5499;5041;17-fev.-16;36;140,03;5399
5400;5500;3592;17-fev.-16;36;99,78;5400
5401;5501;5260;17-fev.-16;72;73,06;5401
5402;5502;1551;17-fev.-16;15;103,40;5402
5403;5503;9438;17-fev.-16;48;196,63;5403
5404;5504;1959;17-fev.-16;24;81,63;5404
5405;5505;8610;17-fev.-16;80;107,63;5405
5406;5506;5632;17-fev.-16;42;134,10;5406
5407;5507;4759;17-fev.-16;24;198,29;5407
5408;5508;9694;17-fev.-16;48;201,96;5408
5409;5509;336;17-fev.-16;48;200,83;5409
5410;5510;8880;17-fev.-16;96;92,50;5410
5411;5511;2628;17-fev.-16;18;146,00;5411
5412;5512;6968;17-fev.-16;36;193,56;5412
5413;5513;7542;17-fev.-16;72;104,75;5413
5414;5514;2929;17-fev.-16;18;162,72;5414
5415;5515;8318;17-fev.-16;24;346,58;5415
5416;5516;4929;17-fev.-16;48;102,69;5416
5417;5517;7547;17-fev.-16;72;104,82;5417
5418;5518;2306;17-fev.-16;12;192,17;5418
5419;5519;9721;17-fev.-16;36;270,03;5419
5420;5520;1703;17-fev.-16;15;113,53;5420
5421;5521;7021;17-fev.-16;36;195,03;5421
5422;5522;1235;17-fev.-16;24;51,46;5422
5423;5523;7681;17-fev.-16;72;106,68;5423
5424;5524;4661;17-fev.-16;24;194,21;5424
5425;5525;7400;17-fev.-16;72;102,78;5425
5426;5526;7251;17-fev.-16;72;100,71;5426
5427;5527;3431;17-fev.-16;24;142,96;5427
5428;5528;3165;17-fev.-16;24;131,88;5428
5429;5529;1876;17-fev.-16;24;78,17;5429
5430;5530;3259;17-fev.-16;24;135,79;5430
5431;5531;2016;17-fev.-16;24;84,00;5431
5432;5532;3474;17-fev.-16;36;96,50;5432
5433;5533;4070;17-fev.-16;36;113,06;5433
5434;5534;6251;17-fev.-16;48;130,23;5434
5435;5535;9146;17-fev.-16;60;152,43;5435
5436;5536;2122;17-fev.-16;24;88,42;5436
5437;5537;4690;17-fev.-16;24;195,42;5437
5438;5538;7649;17-fev.-16;72;106,24;5438
5439;5539;3687;17-fev.-16;36;102,42;5439
5440;5540;9789;17-fev.-16;36;271,92;5440
5441;5541;5552;17-fev.-16;42;132,19;5441
5442;5542;817;17-fev.-16;15;54,47;5442
5443;5543;1260;17-fev.-16;24;52,50;5443
5444;5544;9358;17-fev.-16;60;155,97;5444
5445;5545;9177;17-fev.-16;60;152,95;5445
5446;5546;2733;17-fev.-16;18;151,83;5446
5447;5547;506;17-fev.-16;24;21,08;5447
5448;5548;458;17-fev.-16;18;25,44;5448
5449;5549;1389;17-fev.-16;12;115,75;5449
5450;5550;7768;17-fev.-16;72;107,89;5450
5451;5551;4064;17-fev.-16;36;112,89;5451
5452;5552;6403;17-fev.-16;24;266,79;5452
5453;5553;2650;17-fev.-16;18;147,22;5453
5454;5554;827;17-fev.-16;15;55,13;5454
5455;5555;6063;17-fev.-16;60;101,05;5455
5456;5556;6826;17-fev.-16;36;189,61;5456
5457;5557;7357;17-fev.-16;72;102,18;5457
5458;5558;300;17-fev.-16;24;52,38;5458
5459;5559;1026;17-fev.-16;15;68,40;5459
5460;5560;1156;17-fev.-16;24;48,17;5460
5461;5561;1976;17-fev.-16;24;82,33;5461
5462;5562;1098;17-fev.-16;24;45,75;5462
5463;5563;9197;17-fev.-16;60;153,28;5463
5464;5564;6160;17-fev.-16;24;256,67;5464
5465;5565;7366;17-fev.-16;72;102,31;5465
5466;5566;822;17-fev.-16;15;54,80;5466
5467;5567;3521;17-fev.-16;36;97,81;5467
5468;5568;9586;17-fev.-16;48;199,71;5468
5469;5569;979;17-fev.-16;15;65,27;5469
5470;5570;1910;17-fev.-16;24;79,58;5470
5471;5571;730;17-fev.-16;15;48,67;5471
5472;5572;8059;17-fev.-16;36;223,86;5472
5473;5573;5780;17-fev.-16;60;96,33;5473
5474;5574;6107;17-fev.-16;60;101,78;5474
5475;5575;7418;17-fev.-16;72;103,03;5475
5476;5576;6411;17-fev.-16;24;267,13;5476
5477;5577;553;17-fev.-16;24;23,04;5477
5478;5578;1278;17-fev.-16;24;53,25;5478
5479;5579;8166;17-fev.-16;48;170,13;5479
5480;5580;9738;17-fev.-16;36;270,50;5480
5481;5581;1069;17-fev.-16;24;44,54;5481
5482;5582;6664;17-fev.-16;24;277,67;5482
5483;5583;7187;17-fev.-16;36;199,64;5483
5484;5584;9863;17-fev.-16;48;205,48;5484
5485;5585;6363;17-fev.-16;48;132,56;5485
5486;5586;4609;17-fev.-16;24;192,04;5486
5487;5587;9909;17-fev.-16;36;275,25;5487
5488;5588;4583;17-fev.-16;24;190,96;5488
5489;5589;728;17-fev.-16;15;48,53;5489
5490;5590;2197;17-fev.-16;18;122,06;5490
5491;5591;7354;17-fev.-16;72;102,14;5491
5492;5592;24420;17-fev.-16;72;339,17;5492
5493;5593;90759;17-fev.-16;360;252,11;5493
5494;5594;58940;17-fev.-16;240;245,58;5494
5495;5595;11966;17-fev.-16;36;332,39;5495
5496;5596;79726;17-fev.-16;360;221,46;5496
5497;5597;1496;13/04/1016;15;99,73;5497
5498;5598;76102;13/04/1016;360;211,39;5498
5499;5599;93848;13/04/1016;360;260,69;5499
5500;5600;75898;13/04/1016;360;210,83;5500
5501;5601;84136;13/04/1016;360;233,71;5501
